,training_noun_phrases,skill_set_bool
25076,requirement baseline,0
25077,traceability,0
25078,investigates,0
25079,request,0
25080,change,0
25081,line,0
25082,change management policy,1
25083,business process testing,0
25084,specifies,0
25085,newupdated process,0
25086,improved way,0
25087,end user,0
25088,time,0
25089,planned business benefit,0
25090,record,0
25091,unexpected unsatisfactory outcome,0
25092,test plan,0
25093,outcome,0
25094,user instruction,0
25095,system development,1
25096,testing,0
25097,review requirement,0
25098,specification,0
25099,defines,0
25100,design test case,0
25101,test script,0
25102,direction,0
25103,predetermined criterion recording reporting outcome,1
25104,test activity,0
25105,result,0
25106,identifies,0
25107,report,1
25108,creates,0
25109,persona,0
25110,user goal,0
25111,task,0
25112,service,0
25113,technique,0
25114,detailed user experience requirement,0
25115,user accessibility requirement,0
25116,requirement,0
25117,relationship management,1
25118,communication relationship need,1
25119,translates,0
25120,specific activity,0
25121,deliverable,0
25122,open communication,1
25123,discussion,0
25124,single point,0
25125,contact,0
25126,informed feedback,0
25127,understanding,0
25128,business decisionmaking process,0
25129,quality assurance,0
25130,technique,0
25131,data structure,1
25132,associated component,0
25133,relationship description,0
25134,definition,0
25135,experience,0
25136,business analysis tool,1
25137,waterfall,0
25138,delivery,1
25139,approachesexperience,0
25140,saas solutionsexcellent,0
25141,skillsability,0
25142,time,0
25143,detail,0
25144,qualification,0
25145,cbap certifiedknowledge,0
25146,project management methodology,1
25147,waterfall agileitil qualification,0
25148,data analyst,1
25149,company,0
25150,leading medium organisation,0
25151,television broadband service,0
25152,someone,0
25153,excellent data knowledge,1
25154,board lead project,0
25155,role,0
25156,data analyst,1
25157,crucial role,0
25158,brand,0
25159,main responsibility,0
25160,analyse customer behaviour,0
25161,actionable insight,1
25162,recommendation,0
25163,senior stakeholder,0
25164,team,0
25165,customer,0
25166,high standard,0
25167,strong coding skill,0
25168,sql commercial environment,1
25169,experience,0
25170,propensity model,0
25171,ability,0
25172,data,1
25173,university degree,0
25174,benefit,0
25175,comprehensive bonus,0
25176,packagea great office environment,0
25177,likeminded individual,0
25178,interest,0
25179,cv,0
25180,lydia morfettmurdock,0
25181,apply link,0
25182,page,0
25183,itil,0
25184,itil,0
25185,february,0
25186,extension,0
25187,potential area,0
25188,investigation,0
25189,investigation,0
25190,request,0
25191,new investigation,0
25192,investigation,0
25193,correct priority,0
25194,place,0
25195,business impact,0
25196,criticality,0
25197,drive root,0
25198,cause,0
25199,analysis,1
25200,effective collaboration,0
25201,relevant subject matter expert,0
25202,itil function,0
25203,agreed resolution,0
25204,liaison,0
25205,configuration management,1
25206,problem,0
25207,communicate,0
25208,existing investigation,0
25209,detail,0
25210,appropriate audience,0
25211,existing problem,0
25212,system,0
25213,operational incident,0
25214,peer,0
25215,it,0
25216,supplier,0
25217,day,0
25218,management information,1
25219,volume,0
25220,high severity incident,0
25221,performance,1
25222,service level,0
25223,team performance,1
25224,outstanding issue,0
25225,gb,0
25226,essential foundation certificate,0
25227,service managementexcellent data analysis,1
25228,ownership,0
25229,independentlygood organisational prioritisation skill,0
25230,various source,0
25231,accurate judgment based decision,1
25232,use,0
25233,problem management tool,1
25234,reporting,1
25235,service management,1
25236,problem management,1
25237,use,0
25238,ability,0
25239,senior manager,0
25240,desirable practitioner certificate,0
25241,service management,1
25242,problem management proficient,1
25243,time management technique,1
25244,role,0
25245,date,0
25246,cv,0
25247,job,0
25248,new position,0
25249,u,0
25250,supply,0
25251,temporary worker,0
25252,job,0
25253,tc,0
25254,disclaimer,0
25255,hayscouk,0
25256,data analyst,1
25257,power bidata warehousedaxdata dictionary urgent opportunity,0
25258,month initiallyoxfordshire,0
25259,ir pddata analyst power bidata warehousedaxto,0
25260,email,0
25261,part,0
25262,international group,0
25263,major firm,0
25264,u,0
25265,way,0
25266,upgrade,0
25267,mi reporting capability,1
25268,current data model,1
25269,efficiency,0
25270,data dictionary,1
25271,data warehouse,1
25272,anomaly,0
25273,data report,1
25274,dashboard report,1
25275,power bi,1
25276,data warehousegood commercial experience,1
25277,power biexperience,0
25278,daxdata dictionary,0
25279,commercial level,0
25280,demonstrable experience,0
25281,meeting deadline,0
25282,expertise,0
25283,information,0
25284,message,0
25285,u,0
25286,required skill,0
25287,conjunction,0
25288,twitter,0
25289,linkedin,0
25290,david henderson,0
25291,key skill power bidata warehousedaxdata dictionarydata analytics,0
25292,data analyst,1
25293,new team,0
25294,largedata set,0
25295,understanding,0
25296,excel,1
25297,role,0
25298,analysis reporting stakeholder interaction,1
25299,key role,0
25300,direction,0
25301,client base,0
25302,data,1
25303,data analysis,1
25304,experience,0
25305,future,0
25306,sql yorkshire,1
25307,professionaldevelopment,0
25308,senior data analyst insurance,1
25309,london,0
25310,annum,0
25311,data governance,1
25312,company,0
25313,eo,0
25314,business user,0
25315,order,0
25316,data requirement,1
25317,solution,0
25318,project,0
25319,data analyst,1
25320,team,0
25321,responsibility,0
25322,role,0
25323,order,0
25324,effort,0
25325,direction,0
25326,development,1
25327,data mi team direction,1
25328,strategy,0
25329,design,0
25330,development,1
25331,little support,0
25332,available data tool,1
25333,defined process,0
25334,strong productive working relationship,0
25335,internal external stakeholder,0
25336,service delivery,1
25337,experience,0
25338,experience,0
25339,solution,0
25340,user,0
25341,end user reporting solution,1
25342,experience,0
25343,database tool,1
25344,language,1
25345,insurance,0
25346,data analyst,1
25347,insight,1
25348,analyst sql excel,1
25349,exciting opportunity,0
25350,new team,0
25351,informationdata,0
25352,key business decision,1
25353,role requirement,0
25354,stakeholder,0
25355,useful information,0
25356,several analysis,1
25357,report,1
25358,team,0
25359,part,0
25360,suggestion,0
25361,change,0
25362,best outcome,0
25363,strong sql skill,1
25364,advanced excel,1
25365,visualisation tool,1
25366,bonus,0
25367,knowledge,1
25368,commercial experience,0
25369,big bonus,0
25370,information,0
25371,opportunity,0
25372,call,0
25373,data insight analyst sunderland,1
25374,tyne,0
25375,working model,0
25376,annum,0
25377,bonus,0
25378,career,0
25379,analytics,0
25380,sign,0
25381,many positive impact,0
25382,business,0
25383,newly launched data strategy,1
25384,one piece,0
25385,puzzle,0
25386,data,1
25387,actionable insight,1
25388,innate ability,0
25389,innovative method,0
25390,ability,0
25391,advanced technical language,1
25392,easily digestible information,0
25393,company,0
25394,fantastic culture,0
25395,people,0
25396,company milestone,0
25397,desk,0
25398,barrage,0
25399,inclusive snack,0
25400,refreshment,0
25401,way,0
25402,space,0
25403,onsite gym,0
25404,expertise,0
25405,bi tool,1
25406,power bi qlik tableau otherssql fluency,1
25407,essentialextensive data visualisation experiencethe ability,1
25408,data analyst,1
25409,remoteoffice,0
25410,strong commercial acumen,0
25411,london,0
25412,overview,0
25413,ensure data,1
25414,key internal stakeholder,0
25415,design,0
25416,targeting,0
25417,targeted marketing programme,0
25418,productmarketcompetitorterritory research,0
25419,analysis,1
25420,analytical project,0
25421,report,1
25422,internal team,0
25423,development,1
25424,sql,1
25425,excel,1
25426,data visualisation tool,1
25427,power bi,1
25428,tableauimpressive communication,1
25429,proceduresknowledge,0
25430,r,1
25431,python,1
25432,qbe group turnover,0
25433,lloyd company market,0
25434,considerable diversity,0
25435,broking community,0
25436,socially responsible company,0
25437,portion,0
25438,team,0
25439,formidable force,0
25440,multiple location,0
25441,strength,0
25442,qbe,0
25443,excellence,0
25444,market,0
25445,technical expertise,0
25446,individual,0
25447,control,0
25448,analysis,1
25449,recommendation,0
25450,system,0
25451,efficient way,0
25452,working,0
25453,team,0
25454,company liability,0
25455,line,0
25456,contractual commitment,0
25457,professional service,0
25458,technical guidance,0
25459,internal external stakeholder request,0
25460,accordance,0
25461,effective monitoring,0
25462,underwriting claim decision,1
25463,tpas,0
25464,selfhandling client,0
25465,supplier,0
25466,data,1
25467,management team,1
25468,area,0
25469,management,1
25470,identified change,0
25471,adhoc request,0
25472,assistance,0
25473,guidance,0
25474,data,1
25475,underwriting claim team,0
25476,deadline,0
25477,understanding,0
25478,internal customer,0
25479,order,0
25480,report,1
25481,work activity,0
25482,business objective,0
25483,quality,0
25484,informationdata,0
25485,date,0
25486,effective analysis,1
25487,data,1
25488,presentation,1
25489,business,0
25490,awaydays,0
25491,success,0
25492,relevant accurate information,0
25493,analyse current team,0
25494,team report,1
25495,effective use,0
25496,power bi,1
25497,mi toolsanalyse current way,0
25498,efficient workflow solution,1
25499,following quality,0
25500,ability,0
25501,strong analytical problemsolving skill,0
25502,logical approach,0
25503,problem,0
25504,advantage,0
25505,application,0
25506,industryadvanced m excel skillsexperience,1
25507,power,0
25508,successful change management project,1
25509,programmesproduction,0
25510,mi,0
25511,report,1
25512,ability,0
25513,level,0
25514,organization,0
25515,skillsability,0
25516,priority,0
25517,deadline,0
25518,difficult unusual situation,0
25519,qbe,0
25520,precious asset,0
25521,importance,0
25522,changing need,0
25523,qbe,0
25524,workplace,0
25525,best people,0
25526,data analyst,1
25527,client,0
25528,exciting start,0
25529,dog,0
25530,uk,0
25531,part,0
25532,data team,1
25533,engineering team,0
25534,data analyst,1
25535,company,0
25536,table,1
25537,client,0
25538,edge data technology,1
25539,dbt,0
25540,jinja,0
25541,fivetran,0
25542,looker,0
25543,aws,1
25544,friday,0
25545,role,0
25546,every year,0
25547,employee discount,0
25548,cycle,0
25549,scheme,0
25550,learning,1
25551,flexible working hour,0
25552,business data,1
25553,analystto,0
25554,databrilliant sql skillsexperience,1
25555,etlelt tool,1
25556,fivetrandbt bi tool,1
25557,skillsto love dog,0
25558,company,0
25559,open honest inclusive fun culture,0
25560,right thing,0
25561,customer,0
25562,dog,0
25563,information,0
25564,data analyst role,1
25565,application,0
25566,data analyst,1
25567,role,0
25568,area,0
25569,business intelligence marketing sale,0
25570,role,0
25571,record management process,1
25572,automated data process,1
25573,key performance indicator,1
25574,data dashboard graph visualisation crm implementation,1
25575,accuracy,0
25576,platform collecting analysing data,1
25577,crm platform testing data,1
25578,process,0
25579,reporting,1
25580,error,0
25581,assist,0
25582,user performance,1
25583,user,0
25584,help,0
25585,guide,0
25586,documentation monitoring managing support query,1
25587,adhoc enhancement,0
25588,test platform,0
25589,user,0
25590,adhoc duty,0
25591,key role,0
25592,business,0
25593,role,0
25594,experience,0
25595,team player,0
25596,strong commercial awareness,0
25597,business,0
25598,modern office,0
25599,excellent benefit,0
25600,free parking,0
25601,site,0
25602,immediate consideration,0
25603,branch,0
25604,facebook,0
25605,twitter,0
25606,instagram,0
25607,new role,0
25608,brand new website,0
25609,cv,0
25610,retention,0
25611,purpose,0
25612,response,0
25613,protection,1
25614,policy,0
25615,hbp group,0
25616,business,0
25617,award,0
25618,past year,0
25619,brand name,0
25620,sage,0
25621,advanced,0
25622,microsoft dynamic,1
25623,range,0
25624,solution,0
25625,portfolio,0
25626,someone,0
25627,u,0
25628,journey,0
25629,microsoft gold partner,1
25630,premium level,0
25631,support,0
25632,another exceptional implementation consultant,0
25633,team,0
25634,role,0
25635,part,0
25636,high quality business solution,0
25637,hundred,0
25638,customer,0
25639,challenging rewarding position,0
25640,excellent salary package,0
25641,aim,0
25642,sunday time top small company,0
25643,main responsibility,0
25644,role,0
25645,key thing,0
25646,solution,0
25647,businessdelivering development,1
25648,microsoft dynamic business central,1
25649,solution,0
25650,uk,0
25651,power bi reporting,1
25652,microsoft power platformusing microsoft flow,1
25653,team,0
25654,business skill,0
